word,frequency,scaled_frequency
gonze,168753,0.0001375628288
leery,168700,0.0001375196246
sheff,168623,0.0001374568563
ellos,168604,0.0001374413680
hecho,168596,0.0001374348467
onino,168581,0.0001374226191
verry,168580,0.0001374218039
rowed,168567,0.0001374112066
elfin,168528,0.0001373794149
emote,168497,0.0001373541446
tegen,168397,0.0001372726273
meads,168366,0.0001372473569
jobim,168284,0.0001371805128
loupe,168244,0.0001371479059
kirin,168235,0.0001371405693
hugin,168209,0.0001371193748
jumpy,168187,0.0001371014410
oikos,168172,0.0001370892135
tommi,168154,0.0001370745403
depew,168079,0.0001370134024
javed,168054,0.0001369930231
poons,168046,0.0001369865017
stina,168043,0.0001369840562
handa,168018,0.0001369636769
chios,168017,0.0001369628617
kosta,167993,0.0001369432976
klink,167980,0.0001369327003
rubia,167974,0.0001369278093
robie,167951,0.0001369090603
groep,167906,0.0001368723775
elkin,167895,0.0001368634106
barat,167865,0.0001368389555
wplug,167847,0.0001368242823
laffy,167838,0.0001368169458
xxxvi,167823,0.0001368047182
goyal,167754,0.0001367484713
jedit,167721,0.0001367215706
isham,167712,0.0001367142340
bleek,167691,0.0001366971154
adela,167668,0.0001366783664
frags,167627,0.0001366449444
elook,167616,0.0001366359775
ilene,167604,0.0001366261954
prodi,167578,0.0001366050009
haupt,167559,0.0001365895126
hayat,167545,0.0001365781002
testy,167487,0.0001365308202
rakim,167461,0.0001365096257
baily,167389,0.0001364509333
abend,167377,0.0001364411512
fibra,167312,0.0001363881650
sania,167291,0.0001363710464
uluru,167280,0.0001363620795
araki,167235,0.0001363253967
bolin,167228,0.0001363196905
luong,167211,0.0001363058325
cclrc,167208,0.0001363033870
xplor,167140,0.0001362479553
kacey,167046,0.0001361713291
praca,167040,0.0001361664380
nimes,166974,0.0001361126366
addin,166931,0.0001360775842
pasts,166896,0.0001360490532
astea,166895,0.0001360482380
nhmrc,166877,0.0001360335649
lasix,166863,0.0001360221525
awwww,166833,0.0001359976973
saenz,166774,0.0001359496021
myoss,166736,0.0001359186255
liddy,166725,0.0001359096586
sorin,166722,0.0001359072131
amado,166650,0.0001358485207
dabei,166646,0.0001358452600
lesko,166622,0.0001358256959
kashi,166616,0.0001358208048
paare,166613,0.0001358183593
loach,166557,0.0001357727096
nluug,166534,0.0001357539607
ceann,166486,0.0001357148324
infix,166395,0.0001356406517
maxdb,166372,0.0001356219027
leder,166357,0.0001356096751
zahra,166340,0.0001355958172
opoia,166252,0.0001355240820
moyle,166237,0.0001355118544
urbis,166193,0.0001354759868
hibbs,166145,0.0001354368585
chowk,166142,0.0001354344130
fmcsa,166116,0.0001354132185
ciber,166116,0.0001354132185
encad,166103,0.0001354026213
liras,166076,0.0001353806116
geode,166060,0.0001353675688
bagno,166057,0.0001353651233
irock,166020,0.0001353349619
masri,165967,0.0001352917578
amira,165908,0.0001352436626
trova,165845,0.0001351923067
sammi,165803,0.0001351580695
yafro,165782,0.0001351409508
fanta,165724,0.0001350936708
escap,165709,0.0001350814432
minim,165667,0.0001350472060
tapia,165662,0.0001350431301
sasol,165587,0.0001349819922
loken,165584,0.0001349795467
tacho,165560,0.0001349599825
stori,165543,0.0001349461246
fabre,165541,0.0001349444942
riven,165533,0.0001349379729
jeers,165473,0.0001348890625
soaks,165469,0.0001348858018
latif,165432,0.0001348556404
utran,165427,0.0001348515646
armen,165426,0.0001348507494
calea,165376,0.0001348099907
lubin,165257,0.0001347129852
bawug,165248,0.0001347056487
johny,165138,0.0001346159797
magni,165116,0.0001345980459
kurta,165096,0.0001345817424
hsync,165044,0.0001345393534
tyree,165014,0.0001345148983
nieto,165008,0.0001345100072
kamik,164880,0.0001344056651
ercot,164859,0.0001343885465
vcaps,164852,0.0001343828403
kampf,164836,0.0001343697975
hyder,164836,0.0001343697975
renzo,164823,0.0001343592003
hirsh,164817,0.0001343543092
mixin,164806,0.0001343453423
lyall,164796,0.0001343371906
arall,164785,0.0001343282237
turvy,164779,0.0001343233327
suggs,164747,0.0001342972472
shobo,164730,0.0001342833892
loder,164724,0.0001342784982
sneed,164701,0.0001342597492
nitto,164697,0.0001342564885
ohhhh,164656,0.0001342230664
einar,164620,0.0001341937202
snobs,164598,0.0001341757864
akram,164511,0.0001341048664
shoei,164503,0.0001340983450
wythe,164500,0.0001340958995
bocca,164468,0.0001340698140
taxol,164459,0.0001340624774
dicta,164449,0.0001340543257
sipps,164445,0.0001340510650
shima,164387,0.0001340037850
namic,164363,0.0001339842209
peron,164293,0.0001339271588
usama,164241,0.0001338847698
funct,164241,0.0001338847698
clink,164177,0.0001338325988
spork,164168,0.0001338252622
ndhum,164106,0.0001337747215
dredg,164086,0.0001337584180
yatra,164033,0.0001337152139
busse,163984,0.0001336752704
binks,163972,0.0001336654884
shedd,163962,0.0001336573366
isync,163956,0.0001336524456
vachs,163947,0.0001336451090
sname,163893,0.0001336010897
clase,163893,0.0001336010897
mylan,163804,0.0001335285394
alsip,163732,0.0001334698469
solly,163731,0.0001334690318
whigs,163720,0.0001334600649
weirs,163720,0.0001334600649
shill,163716,0.0001334568042
tolle,163614,0.0001333736566
bossy,163576,0.0001333426800
tilia,163573,0.0001333402345
arras,163483,0.0001332668689
ricki,163460,0.0001332481200
busey,163410,0.0001332073613
marrs,163395,0.0001331951337
utena,163345,0.0001331543751
whist,163310,0.0001331258441
harri,163296,0.0001331144317
mieux,163289,0.0001331087254
marae,163277,0.0001330989434
lindt,163277,0.0001330989434
xwiki,163248,0.0001330753034
croco,163187,0.0001330255778
sayid,163143,0.0001329897102
hyogo,163086,0.0001329432454
ketch,163062,0.0001329236813
vsolj,163053,0.0001329163447
dobie,162980,0.0001328568371
kitch,162915,0.0001328038509
putco,162897,0.0001327891778
jouer,162859,0.0001327582012
maxey,162855,0.0001327549405
vater,162840,0.0001327427129
bicep,162754,0.0001326726081
softs,162553,0.0001325087584
umdnj,162536,0.0001324949004
lunes,162527,0.0001324875639
fulda,162483,0.0001324516963
biola,162477,0.0001324468053
dural,162445,0.0001324207197
lapin,162426,0.0001324052315
druck,162382,0.0001323693639
reson,162378,0.0001323661032
icpsr,162358,0.0001323497997
algol,162346,0.0001323400176
manes,162340,0.0001323351266
mikem,162319,0.0001323180080
claud,162265,0.0001322739887
swart,162262,0.0001322715431
kevan,162223,0.0001322397514
vanda,162215,0.0001322332300
hoofd,162101,0.0001321403003
vieja,162088,0.0001321297031
hilux,162087,0.0001321288879
hakan,162063,0.0001321093238
bloed,162063,0.0001321093238
weald,162053,0.0001321011721
kamel,162041,0.0001320913900
dicey,161963,0.0001320278065
hocus,161938,0.0001320074272
tatra,161907,0.0001319821569
adjab,161892,0.0001319699293
uniti,161891,0.0001319691141
landy,161864,0.0001319471044
dowdy,161797,0.0001318924879
nando,161761,0.0001318631416
vcash,161751,0.0001318549899
aguas,161745,0.0001318500989
muzak,161682,0.0001317987430
rials,161604,0.0001317351595
rhona,161600,0.0001317318989
ystod,161514,0.0001316617940
neary,161432,0.0001315949499
bacco,161419,0.0001315843526
enuff,161408,0.0001315753857
lahey,161384,0.0001315558216
dungy,161356,0.0001315329967
dilly,161256,0.0001314514795
getid,161244,0.0001314416974
shaka,161238,0.0001314368064
tomar,161219,0.0001314213181
gamba,161217,0.0001314196877
salou,161198,0.0001314041995
arinc,161188,0.0001313960477
folky,161177,0.0001313870808
prost,161175,0.0001313854505
viton,161158,0.0001313715925
dobby,161122,0.0001313422463
stuns,161099,0.0001313234974
nolen,161081,0.0001313088243
aaacn,161080,0.0001313080091
iview,161024,0.0001312623594
kanal,160975,0.0001312224160
annis,160936,0.0001311906242
vastu,160918,0.0001311759511
adeje,160916,0.0001311743208
binns,160905,0.0001311653539
cuvee,160890,0.0001311531263
serps,160817,0.0001310936187
nedit,160816,0.0001310928035
elisp,160811,0.0001310887276
jugar,160765,0.0001310512297
sikes,160692,0.0001309917221
bawdy,160667,0.0001309713428
mbean,160663,0.0001309680821
anbar,160504,0.0001308384696
tutsi,160453,0.0001307968958
otway,160444,0.0001307895593
tbody,160378,0.0001307357579
jussi,160332,0.0001306982599
unltd,160331,0.0001306974448
beaut,160328,0.0001306949993
joust,160309,0.0001306795110
nagai,160286,0.0001306607620
arron,160284,0.0001306591317
metta,160277,0.0001306534255
weedy,160228,0.0001306134820
hadnt,160178,0.0001305727234
sacra,160174,0.0001305694627
grope,160148,0.0001305482682
booed,160116,0.0001305221827
echte,160096,0.0001305058792
rythm,160043,0.0001304626751
gorky,160041,0.0001304610447
unica,159995,0.0001304235468
chara,159940,0.0001303787123
presb,159927,0.0001303681150
nycrr,159927,0.0001303681150
objec,159873,0.0001303240957
moura,159868,0.0001303200198
ghast,159837,0.0001302947495
jaune,159800,0.0001302645881
dnase,159798,0.0001302629578
afoul,159727,0.0001302050805
sefer,159719,0.0001301985591
silke,159649,0.0001301414970
ceuta,159637,0.0001301317150
hames,159559,0.0001300681315
pocus,159497,0.0001300175908
devoe,159464,0.0001299906901
hance,159430,0.0001299629742
hbsag,159383,0.0001299246611
nobis,159308,0.0001298635232
stolz,159240,0.0001298080914
ology,159238,0.0001298064611
altho,159231,0.0001298007549
blest,159216,0.0001297885273
mesas,159214,0.0001297868969
elian,159178,0.0001297575507
sures,159115,0.0001297061948
gratz,159094,0.0001296890762
picea,159045,0.0001296491328
dente,158904,0.0001295341934
salta,158864,0.0001295015865
inger,158785,0.0001294371879
nason,158719,0.0001293833865
linki,158715,0.0001293801258
mypal,158689,0.0001293589313
zadar,158681,0.0001293524099
keath,158670,0.0001293434430
kapur,158659,0.0001293344761
sankt,158598,0.0001292847506
ignis,158549,0.0001292448071
turok,158496,0.0001292016030
feuds,158477,0.0001291861147
unrwa,158472,0.0001291820388
taiko,158469,0.0001291795933
chlor,158462,0.0001291738871
pwgsc,158426,0.0001291445409
bolan,158399,0.0001291225312
toque,158397,0.0001291209009
atoka,158370,0.0001290988912
scite,158367,0.0001290964457
jikes,158355,0.0001290866636
wille,158349,0.0001290817726
krupp,158343,0.0001290768816
beatz,158324,0.0001290613933
primi,158292,0.0001290353078
eunos,158287,0.0001290312319
milks,158281,0.0001290263409
hiver,158244,0.0001289961795
tidak,158188,0.0001289505298
dport,158179,0.0001289431932
irani,158176,0.0001289407477
tains,158156,0.0001289244443
mamet,158089,0.0001288698277
paren,158052,0.0001288396663
cryer,158006,0.0001288021684
simul,158003,0.0001287997229
rosea,157986,0.0001287858649
maldi,157943,0.0001287508125
faseb,157903,0.0001287182056
mosca,157883,0.0001287019021
ccsds,157880,0.0001286994566
hartz,157870,0.0001286913049
imola,157780,0.0001286179394
comex,157750,0.0001285934842
arman,157722,0.0001285706594
monit,157716,0.0001285657683
lacan,157707,0.0001285584318
profe,157702,0.0001285543559
frage,157702,0.0001285543559
cilia,157701,0.0001285535407
salar,157614,0.0001284826207
pinon,157507,0.0001283953972
jesup,157484,0.0001283766483
msxml,157474,0.0001283684965
avera,157436,0.0001283375200
smtpd,157432,0.0001283342593
stitt,157428,0.0001283309986
avium,157392,0.0001283016524
lyles,157377,0.0001282894248
tieng,157374,0.0001282869793
genny,157335,0.0001282551875
cuneo,157322,0.0001282445903
torte,157289,0.0001282176896
stoxx,157259,0.0001281932344
malte,157188,0.0001281353572
carin,157174,0.0001281239447
rajah,157089,0.0001280546551
pinay,157080,0.0001280473185
satie,157014,0.0001279935171
calli,157010,0.0001279902564
maire,156974,0.0001279609102
outed,156963,0.0001279519433
athan,156944,0.0001279364550
suman,156870,0.0001278761323
comal,156852,0.0001278614592
gazes,156793,0.0001278133640
twats,156751,0.0001277791267
peppy,156692,0.0001277310315
famke,156646,0.0001276935336
leyte,156634,0.0001276837515
alvey,156617,0.0001276698936
kenda,156555,0.0001276193529
monro,156554,0.0001276185377
hulse,156498,0.0001275728880
rexel,156487,0.0001275639211
uhrde,156485,0.0001275622908
deena,156482,0.0001275598453
ecost,156468,0.0001275484329
loess,156409,0.0001275003377
navan,156406,0.0001274978922
searh,156387,0.0001274824039
humic,156383,0.0001274791432
sulky,156355,0.0001274563184
sesto,156329,0.0001274351239
dened,156278,0.0001273935501
grund,156242,0.0001273642038
egger,156232,0.0001273560521
sylva,156204,0.0001273332273
droop,156194,0.0001273250756
dictd,156184,0.0001273169238
neque,156183,0.0001273161087
kedah,156142,0.0001272826866
waded,156095,0.0001272443735
flore,156031,0.0001271922024
stant,155970,0.0001271424769
outil,155942,0.0001271196520
margi,155938,0.0001271163914
ginac,155923,0.0001271041638
fiera,155873,0.0001270634051
erate,155860,0.0001270528079
kurth,155828,0.0001270267224
copps,155790,0.0001269957458
cuppa,155780,0.0001269875941
tamas,155749,0.0001269623237
bugsy,155748,0.0001269615086
alief,155727,0.0001269443899
kofax,155714,0.0001269337927
liane,155704,0.0001269256410
schol,155693,0.0001269166741
grubs,155690,0.0001269142285
bergh,155674,0.0001269011858
klotz,155605,0.0001268449389
rubra,155453,0.0001267210326
avons,155403,0.0001266802740
lence,155402,0.0001266794588
flail,155382,0.0001266631554
akaka,155365,0.0001266492974
eland,155343,0.0001266313636
globo,155332,0.0001266223967
ardor,155258,0.0001265620740
sisko,155240,0.0001265474009
pbase,155234,0.0001265425098
tinny,155192,0.0001265082726
bagan,155192,0.0001265082726
sexed,155161,0.0001264830022
dahle,155113,0.0001264438739
nutch,155103,0.0001264357222
busen,155102,0.0001264349070
talus,155055,0.0001263965939
aeron,155041,0.0001263851815
wahre,155019,0.0001263672477
dures,155000,0.0001263517594
jaume,154968,0.0001263256739
apace,154873,0.0001262482325
loral,154870,0.0001262457870
eglin,154856,0.0001262343746
carob,154818,0.0001262033980
andro,154794,0.0001261838339
fcntl,154782,0.0001261740518
gertz,154697,0.0001261047621
auxin,154606,0.0001260305814
boric,154527,0.0001259661828
sotec,154501,0.0001259449883
myint,154455,0.0001259074903
gruen,154449,0.0001259025993
queso,154373,0.0001258406462
meera,154349,0.0001258210820
dross,154345,0.0001258178213
ekman,154323,0.0001257998875
nsclc,154278,0.0001257632048
yucky,154277,0.0001257623896
ozaki,154239,0.0001257314130
xargs,154216,0.0001257126641
semin,154138,0.0001256490806
deniz,154132,0.0001256441896
lurex,154129,0.0001256417441
hauls,154079,0.0001256009854
novum,154066,0.0001255903882
osseo,153950,0.0001254958281
nuits,153911,0.0001254640364
lunas,153893,0.0001254493633
dorky,153891,0.0001254477330
takao,153842,0.0001254077895
kanto,153835,0.0001254020833
makro,153814,0.0001253849647
baler,153800,0.0001253735523
joppa,153793,0.0001253678460
adana,153780,0.0001253572488
jongg,153727,0.0001253140446
mutes,153707,0.0001252977412
thich,153705,0.0001252961109
bruch,153678,0.0001252741012
jacki,153631,0.0001252357881
belge,153603,0.0001252129632
caple,153600,0.0001252105177
vobis,153590,0.0001252023660
gaels,153588,0.0001252007357
reste,153579,0.0001251933991
proba,153579,0.0001251933991
petar,153561,0.0001251787260
xyron,153556,0.0001251746501
rhyne,153532,0.0001251550860
raffi,153532,0.0001251550860
pparc,153461,0.0001250972087
kooky,153380,0.0001250311797
langs,153364,0.0001250181370
wowbb,153316,0.0001249790087
loney,153257,0.0001249309135
mckie,153253,0.0001249276528
tawas,153252,0.0001249268376
bundt,153250,0.0001249252073
ached,153141,0.0001248363535
jeudi,153133,0.0001248298321
clerc,153124,0.0001248224955
xylem,153110,0.0001248110831
recip,153029,0.0001247450541
senso,152976,0.0001247018500
delen,152948,0.0001246790252
krupa,152928,0.0001246627217
atone,152901,0.0001246407120
valse,152885,0.0001246276693
douce,152874,0.0001246187024
sweex,152797,0.0001245559341
paler,152772,0.0001245355548
alsop,152770,0.0001245339244
sibel,152762,0.0001245274030
ingly,152757,0.0001245233272
cuter,152750,0.0001245176210
ewart,152655,0.0001244401796
attac,152653,0.0001244385492
rconv,152550,0.0001243545864
herat,152529,0.0001243374678
geant,152515,0.0001243260554
frisk,152512,0.0001243236099
oiler,152495,0.0001243097520
uinta,152430,0.0001242567657
magia,152430,0.0001242567657
stilo,152399,0.0001242314954
rosco,152395,0.0001242282347
kapil,152310,0.0001241589450
nichd,152240,0.0001241018829
cella,152229,0.0001240929160
whitt,152216,0.0001240823188
braai,152198,0.0001240676457
palit,152188,0.0001240594940
deliv,152130,0.0001240122139
shura,152118,0.0001240024319
tarja,152102,0.0001239893891
hamad,152054,0.0001239502608
pumas,152053,0.0001239494456
marat,152038,0.0001239372181
govan,151993,0.0001239005353
museu,151960,0.0001238736346
ramat,151926,0.0001238459187
vixie,151915,0.0001238369518
jeffs,151846,0.0001237807049
samet,151833,0.0001237701077
disko,151792,0.0001237366856
oromo,151786,0.0001237317946
korte,151766,0.0001237154911
cgrid,151761,0.0001237114152
loath,151677,0.0001236429407
livve,151621,0.0001235972911
dillo,151612,0.0001235899545
remap,151596,0.0001235769117
supls,151592,0.0001235736511
rotax,151590,0.0001235720207
longa,151573,0.0001235581628
neves,151558,0.0001235459352
obser,151553,0.0001235418593
danna,151527,0.0001235206648
bindi,151524,0.0001235182193
arcos,151492,0.0001234921338
jamil,151476,0.0001234790910
jerri,151456,0.0001234627876
kaveh,151452,0.0001234595269
zuiko,151449,0.0001234570814
exult,151420,0.0001234334414
claps,151414,0.0001234285503
dalsa,151412,0.0001234269200
nspcc,151389,0.0001234081710
alcon,151386,0.0001234057255
ashie,151356,0.0001233812703
yreka,151259,0.0001233021986
serna,151254,0.0001232981227
lorus,151250,0.0001232948620
kreuz,151199,0.0001232532882
unive,151128,0.0001231954110
woche,151124,0.0001231921503
pipet,151087,0.0001231619889
klaas,151071,0.0001231489461
isiah,151064,0.0001231432399
calpe,151060,0.0001231399792
piqua,151021,0.0001231081875
ryoko,151004,0.0001230943295
nomen,150990,0.0001230829171
recep,150985,0.0001230788413
agnus,150944,0.0001230454192
jamba,150902,0.0001230111819
sevis,150895,0.0001230054757
sarch,150807,0.0001229337405
medco,150722,0.0001228644509
levan,150711,0.0001228554840
asaph,150704,0.0001228497778
swazi,150686,0.0001228351046
rilke,150627,0.0001227870095
netiq,150572,0.0001227421750
augen,150534,0.0001227111984
aurea,150501,0.0001226842977
minix,150468,0.0001226573970
rithm,150461,0.0001226516908
elene,150454,0.0001226459846
altai,150409,0.0001226093018
mcvey,150392,0.0001225954439
rubus,150384,0.0001225889225
gomer,150383,0.0001225881073
spews,150306,0.0001225253390
galas,150294,0.0001225155570
vetch,150281,0.0001225049597
vibra,150279,0.0001225033294
deore,150274,0.0001224992535
mypet,150264,0.0001224911018
carrs,150212,0.0001224487128
grrrr,150177,0.0001224201818
robbs,150164,0.0001224095845
asien,150143,0.0001223924659
igrep,150141,0.0001223908356
horta,150135,0.0001223859445
toler,150103,0.0001223598590
deutz,150103,0.0001223598590
esato,150096,0.0001223541528
edref,150093,0.0001223517073
aamir,149997,0.0001222734507
maxam,149954,0.0001222383983
beurs,149910,0.0001222025307
pingu,149881,0.0001221788907
tylko,149870,0.0001221699238
antik,149829,0.0001221365017
adlon,149798,0.0001221112313
rerio,149794,0.0001221079706
donat,149771,0.0001220892217
stour,149756,0.0001220769941
toyed,149746,0.0001220688424
extol,149713,0.0001220419417
tonks,149678,0.0001220134106
exept,149661,0.0001219995527
batam,149621,0.0001219669458
strix,149610,0.0001219579789
cason,149606,0.0001219547182
knave,149542,0.0001219025471
avica,149512,0.0001218780920
croup,149483,0.0001218544520
penns,149390,0.0001217786409
quire,149380,0.0001217704892
goeth,149310,0.0001217134271
ydych,149297,0.0001217028298
diggy,149296,0.0001217020147
brags,149273,0.0001216832657
acord,149259,0.0001216718533
bbsrc,149205,0.0001216278340
pappa,149194,0.0001216188671
niddk,149193,0.0001216180519
sheth,149150,0.0001215829995
kiehl,149147,0.0001215805540
gilad,149125,0.0001215626202
bails,149105,0.0001215463167
humes,149070,0.0001215177857
moats,149042,0.0001214949608
ipath,149022,0.0001214786574
minde,149020,0.0001214770270
dusit,149003,0.0001214631691
dirks,148968,0.0001214346380
aalto,148931,0.0001214044767
jaton,148895,0.0001213751304
barbi,148709,0.0001212235083
spann,148689,0.0001212072049
ratty,148678,0.0001211982380
nhanh,148666,0.0001211884559
avsim,148665,0.0001211876407
alero,148661,0.0001211843800
hutto,148579,0.0001211175359
klima,148556,0.0001210987869
pilaf,148512,0.0001210629193
onlne,148417,0.0001209854779
scree,148396,0.0001209683593
esgic,148370,0.0001209471648
aeris,148358,0.0001209373827
jedec,148346,0.0001209276007
ganhe,148319,0.0001209055910
casal,148318,0.0001209047758
lamer,148317,0.0001209039607
nckum,148281,0.0001208746144
clisp,148269,0.0001208648324
hannu,148250,0.0001208493441
alten,148221,0.0001208257041
exoyn,148165,0.0001207800544
banja,148161,0.0001207767937
neots,148139,0.0001207588599
gunny,148136,0.0001207564144
godot,148071,0.0001207034282
himsa,148018,0.0001206602240
lobel,147991,0.0001206382144
bunce,147990,0.0001206373992
heyer,147984,0.0001206325082
antic,147936,0.0001205933799
andis,147920,0.0001205803371
hirer,147904,0.0001205672944
olicy,147879,0.0001205469150
fowls,147855,0.0001205273509
coons,147809,0.0001204898530
berms,147739,0.0001204327909
princ,147717,0.0001204148571
trinh,147700,0.0001204009991
nudie,147669,0.0001203757288
casse,147609,0.0001203268184
cusip,147568,0.0001202933964
zakat,147546,0.0001202754626
leman,147542,0.0001202722019
grigg,147526,0.0001202591591
genom,147512,0.0001202477467
ueber,147494,0.0001202330736
kasco,147483,0.0001202241067
gmpls,147483,0.0001202241067
cushy,147465,0.0001202094336
mtasc,147432,0.0001201825329
butik,147413,0.0001201670446
beary,147353,0.0001201181342
lally,147296,0.0001200716694
husks,147291,0.0001200675935
raved,147221,0.0001200105314
feith,147203,0.0001199958583
audie,147196,0.0001199901521
reaps,147148,0.0001199510238
promt,147146,0.0001199493935
fatto,147135,0.0001199404266
traum,147130,0.0001199363507
akiva,147117,0.0001199257535
tourn,147038,0.0001198613549
cutts,147018,0.0001198450514
recut,146984,0.0001198173355
cesta,146961,0.0001197985866
harpo,146931,0.0001197741314
actes,146910,0.0001197570128
depen,146879,0.0001197317424
taras,146878,0.0001197309272
scrim,146877,0.0001197301121
albom,146853,0.0001197105479
gilts,146810,0.0001196754955
gotha,146743,0.0001196208789
tasso,146716,0.0001195988693
nismo,146690,0.0001195776748
nihil,146679,0.0001195687079
erith,146665,0.0001195572955
ovine,146663,0.0001195556651
tarun,146660,0.0001195532196
thabo,146637,0.0001195344706
untie,146576,0.0001194847451
kisco,146563,0.0001194741478
kumho,146554,0.0001194668113
panza,146518,0.0001194374651
eskom,146500,0.0001194227920
annul,146490,0.0001194146402
lanky,146488,0.0001194130099
vises,146483,0.0001194089340
thess,146439,0.0001193730664
outdo,146433,0.0001193681754
gnubg,146408,0.0001193477961
bodhi,146406,0.0001193461657
elkay,146402,0.0001193429051
dupri,146401,0.0001193420899
lawes,146374,0.0001193200802
reger,146314,0.0001192711699
adzam,146303,0.0001192622030
circe,146191,0.0001191709036
steyr,146104,0.0001190999836
vihar,146038,0.0001190461822
dorks,146028,0.0001190380305
stich,146019,0.0001190306939
rulez,145967,0.0001189883050
boldt,145861,0.0001189018967
vagas,145828,0.0001188749960
barro,145814,0.0001188635835
maxie,145809,0.0001188595077
mammy,145805,0.0001188562470
beaks,145800,0.0001188521711
traiu,145770,0.0001188277159
hexes,145736,0.0001188000001
ursus,145685,0.0001187584263
nique,145671,0.0001187470138
banns,145651,0.0001187307104
influ,145644,0.0001187250042
copco,145638,0.0001187201132
mazar,145605,0.0001186932125
garch,145580,0.0001186728331
ennui,145576,0.0001186695724
drome,145557,0.0001186540842
kiser,145531,0.0001186328897
lartc,145481,0.0001185921310
pusey,145444,0.0001185619697
heigl,145423,0.0001185448510
purer,145370,0.0001185016469
tyger,145328,0.0001184674096
advfn,145310,0.0001184527365
meses,145293,0.0001184388786
menno,145195,0.0001183589917
obras,145168,0.0001183369820
tisha,145165,0.0001183345365
udate,145110,0.0001182897020
trave,145105,0.0001182856261
porgy,145097,0.0001182791048
colas,145079,0.0001182644316
alvis,145065,0.0001182530192
xjell,145008,0.0001182065544
rosey,144960,0.0001181674261
lakai,144960,0.0001181674261
kanab,144940,0.0001181511226
sammo,144927,0.0001181405254
ferri,144858,0.0001180842785
perse,144844,0.0001180728661
maman,144823,0.0001180557474
bleat,144793,0.0001180312923
coops,144776,0.0001180174343
hogar,144666,0.0001179277653
mazen,144658,0.0001179212440
thins,144657,0.0001179204288
altes,144655,0.0001179187984
inves,144639,0.0001179057557
ipfix,144596,0.0001178707033
oftel,144564,0.0001178446177
kyoko,144550,0.0001178332053
blois,144542,0.0001178266839
pappy,144540,0.0001178250536
sette,144537,0.0001178226081
ronge,144535,0.0001178209777
tanka,144512,0.0001178022288
execu,144483,0.0001177785888
unece,144416,0.0001177239722
istep,144393,0.0001177052232
attra,144330,0.0001176538673
homan,144307,0.0001176351184
fasts,144307,0.0001176351184
kurse,144294,0.0001176245211
mutcd,144264,0.0001176000659
babor,144257,0.0001175943597
bamhi,144231,0.0001175731652
jarod,144202,0.0001175495252
maney,144169,0.0001175226245
upthu,144148,0.0001175055059
noael,144080,0.0001174500742
bayne,144044,0.0001174207280
daron,144014,0.0001173962728
offen,144005,0.0001173889362
lorde,144003,0.0001173873059
becki,143888,0.0001172935610
aipac,143887,0.0001172927459
hanne,143827,0.0001172438355
cylon,143801,0.0001172226410
exide,143779,0.0001172047072
sprig,143773,0.0001171998162
ovate,143727,0.0001171623182
origi,143726,0.0001171615031
impac,143704,0.0001171435693
tinea,143689,0.0001171313417
jutta,143654,0.0001171028106
shira,143620,0.0001170750948
danio,143619,0.0001170742796
brune,143577,0.0001170400423
stamm,143508,0.0001169837954
ofbiz,143497,0.0001169748285
viene,143477,0.0001169585251
taree,143471,0.0001169536340
eatin,143461,0.0001169454823
pissy,143366,0.0001168680409
sella,143359,0.0001168623347
helle,143349,0.0001168541830
britz,143326,0.0001168354340
vibro,143315,0.0001168264671
stdio,143292,0.0001168077181
katha,143265,0.0001167857085
pergo,143259,0.0001167808174
siste,143237,0.0001167628836
imake,143230,0.0001167571774
smail,143195,0.0001167286464
raina,143168,0.0001167066367
elmar,143155,0.0001166960395
agana,143038,0.0001166006643
costo,143009,0.0001165770243
xfail,143007,0.0001165753939
dally,142954,0.0001165321898
kenpo,142938,0.0001165191470
allem,142860,0.0001164555636
btree,142829,0.0001164302932
secur,142802,0.0001164082835
iplay,142791,0.0001163993166
soler,142747,0.0001163634490
simpl,142744,0.0001163610035
papai,142732,0.0001163512215
lutte,142725,0.0001163455152
henny,142676,0.0001163055718
menge,142639,0.0001162754104
vidoe,142622,0.0001162615525
frege,142590,0.0001162354669
ciera,142571,0.0001162199787
soria,142555,0.0001162069359
spica,142550,0.0001162028600
shoop,142537,0.0001161922628
fouad,142537,0.0001161922628
kuang,142503,0.0001161645469
alexi,142501,0.0001161629166
nardi,142496,0.0001161588407
duces,142487,0.0001161515042
upson,142480,0.0001161457980
tings,142437,0.0001161107455
linky,142416,0.0001160936269
siehe,142395,0.0001160765083
cobbs,142352,0.0001160414559
shorn,142311,0.0001160080338
polak,142269,0.0001159737965
rhwng,142264,0.0001159697207
nomex,142248,0.0001159566779
fagor,142239,0.0001159493413
lande,142236,0.0001159468958
insel,142164,0.0001158882034
haram,142104,0.0001158392930
jebel,142078,0.0001158180985
josip,142072,0.0001158132075
ecker,142064,0.0001158066861
creve,142058,0.0001158017951
gerda,142030,0.0001157789703
infty,141996,0.0001157512544
orals,141983,0.0001157406571
tokyu,141958,0.0001157202778
exude,141931,0.0001156982682
lutar,141864,0.0001156436516
kiara,141793,0.0001155857743
movis,141733,0.0001155368640
gamin,141727,0.0001155319730
surfs,141721,0.0001155270819
joico,141709,0.0001155172998
jiggy,141701,0.0001155107785
hanan,141665,0.0001154814322
sposi,141621,0.0001154455647
landa,141603,0.0001154308915
amble,141586,0.0001154170336
fiver,141567,0.0001154015453
